employee_id,effective_date,event_type,from_department,to_department,from_grade,to_grade,from_title,to_title,from_salary,to_salary
100964,2024-09-28,Hire,,Marketing,,G5,,Marketing Lead,,126735.0
100965,2019-11-11,Hire,,Sales,,G2,,Sales Representative II,,70464.0
100966,2019-11-29,Hire,,Marketing,,G2,,Marketing Coordinator II,,63964.0
100967,2021-07-12,Hire,,Sales,,G5,,Senior Sales Specialist,,138231.0
100968,2023-10-05,Hire,,Customer Support,,G1,,Support Representative I,,40418.0
100969,2017-03-14,Hire,,Operations,,G2,,Operations Coordinator II,,68350.0
100970,2022-03-02,Hire,,Finance,,G1,,Finance Analyst I,,46081.0
100971,2024-03-06,Hire,,IT,,G2,,Software Engineer I,,67096.0
100972,2020-11-04,Hire,,Customer Support,,G1,,Support Representative I,,43136.0
100973,2019-09-01,Hire,,Marketing,,G3,,Marketing Specialist,,86337.0
100974,2018-04-12,Hire,,Finance,,G3,,Senior Finance Analyst,,79107.0
100975,2025-01-22,Hire,,Marketing,,G7,,Marketing Director,,225597.0
100976,2023-06-24,Hire,,HR,,G3,,HR Specialist,,79672.0
100977,2018-07-23,Hire,,Customer Support,,G2,,Support Representative II,,62931.0
100978,2019-07-29,Hire,,Sales,,G7,,Sales Director,,203418.0
100978,2025-09-03,Transfer,Marketing,Sales,G7,G7,Marketing Director,Sales Director,213126.0,213126.0
100979,2023-08-27,Hire,,Finance,,G5,,Senior Finance Lead,,136182.0
100980,2022-09-27,Hire,,Marketing,,G6,,Marketing Manager,,190921.0
100980,2022-10-30,Promotion,Marketing,Marketing,G6,G7,Marketing Manager,Marketing Director,190921.0,200223.0
100980,2026-05-03,Transfer,Sales,Marketing,G7,G7,Sales Director,Marketing Director,217109.0,217109.0
100981,2018-07-12,Hire,,Marketing,,G4,,Senior Marketing Specialist,,103849.0
100982,2023-09-03,Hire,,Operations,,G4,,Senior Operations Analyst,,112924.0
100983,2022-07-09,Hire,,Customer Support,,G2,,Support Representative II,,69629.0
100984,2022-09-01,Hire,,HR,,G3,,HR Specialist,,82894.0
100985,2019-10-10,Hire,,Customer Support,,G3,,Senior Support Representative,,93033.0
100985,2024-11-07,Promotion,Customer Support,Customer Support,G3,G4,Senior Support Representative,Support Specialist,93033.0,101900.0
100986,2020-09-18,Hire,,Customer Support,,G2,,Support Representative II,,65158.0
100987,2016-08-12,Hire,,Finance,,G1,,Finance Analyst I,,46209.0
100987,2025-11-28,Promotion,Finance,Finance,G1,G2,Finance Analyst I,Finance Analyst II,46209.0,68068.0
100988,2019-09-10,Hire,,Operations,,G1,,Operations Coordinator I,,47387.0
100989,2021-07-19,Hire,,Finance,,G6,,Finance Manager,,157487.0
100990,2019-11-05,Hire,,Customer Support,,G3,,Senior Support Representative,,79517.0
100990,2023-05-10,Transfer,Finance,Customer Support,G3,G3,Senior Finance Analyst,Senior Support Representative,81560.0,81560.0
100991,2021-01-16,Hire,,Sales,,G1,,Sales Representative I,,40019.0
100991,2025-03-22,Transfer,Operations,Sales,G2,G2,Operations Coordinator II,Sales Representative II,76740.0,76740.0
100992,2026-01-29,Hire,,Customer Support,,G1,,Support Representative I,,41154.0
100993,2021-08-20,Hire,,HR,,G7,,HR Director,,196485.0
100994,2021-07-09,Hire,,Marketing,,G3,,Marketing Specialist,,104557.0
100995,2025-02-14,Hire,,Sales,,G1,,Sales Representative I,,44760.0
100996,2019-07-17,Hire,,Sales,,G5,,Senior Sales Specialist,,142169.0
100997,2020-11-26,Hire,,Customer Support,,G5,,Senior Support Specialist,,128194.0
100998,2023-03-08,Hire,,Operations,,G6,,Operations Manager,,160350.0
100999,2021-02-25,Hire,,IT,,G6,,Engineering Manager,,200331.0
