employee_id,course_name,completion_date,skill_category,is_required
100050,Project Management Fundamentals,2026-05-08,Technical,Yes
100050,Foundations of Excellence,2026-05-13,Technical,Yes
100050,Compliance Basics,2026-06-14,Compliance,Yes
100050,Cloud Computing Basics,2026-06-14,Technical,No
100051,Conflict Resolution,2020-07-30,Leadership,No
100051,Business Strategy,2020-11-03,Management,Yes
100051,Cloud Computing Basics,2021-04-05,Technical,No
100051,Cross-functional Collaboration,2021-07-16,Communication,Yes
100051,Advanced Communication,2021-07-31,Communication,Yes
100051,Strategic Thinking,2021-08-25,Leadership,Yes
100051,Organizational Leadership,2022-02-04,Management,Yes
100051,Compliance Basics,2022-03-04,Compliance,Yes
100051,Project Management Fundamentals,2022-03-12,Technical,Yes
100051,Foundations of Excellence,2022-04-10,Technical,Yes
100051,Power BI Fundamentals,2022-08-25,Technical,No
100051,Communication Skills 101,2023-01-17,Communication,Yes
100051,Executive Presence,2024-04-08,Leadership,Yes
100051,Executive Leadership Program,2024-04-23,Leadership,Yes
100052,Data-Driven Decision Making,2020-06-23,Technical,Yes
100052,Foundations of Excellence,2020-12-27,Technical,Yes
100052,Compliance Basics,2021-07-07,Compliance,Yes
100052,Strategic Thinking,2021-07-19,Leadership,Yes
100052,Python for Data Analysis,2024-08-11,Technical,No
100052,Communication Skills 101,2024-10-11,Communication,Yes
100052,Project Management Fundamentals,2025-05-13,Technical,Yes
100052,Workplace Safety,2025-07-05,Compliance,No
100052,Advanced Communication,2026-01-29,Communication,Yes
100053,Excel Advanced,2020-12-16,Technical,No
100053,Compliance Basics,2021-10-17,Compliance,Yes
100053,Project Management Fundamentals,2022-11-14,Technical,Yes
100053,Communication Skills 101,2023-05-26,Communication,Yes
100053,Foundations of Excellence,2026-03-12,Technical,Yes
100054,Compliance Basics,2025-07-26,Compliance,Yes
100054,Foundations of Excellence,2026-01-19,Technical,Yes
100054,Performance Management,2026-02-28,Management,No
100054,Presentation Skills,2026-03-07,Communication,No
100054,Change Management,2026-04-27,Leadership,No
100055,Project Management Fundamentals,2022-09-05,Technical,Yes
100055,Communication Skills 101,2022-10-14,Communication,Yes
100055,Cross-functional Collaboration,2022-12-15,Communication,Yes
100055,Business Writing,2023-03-22,Communication,No
100055,SQL Essentials,2024-02-06,Technical,No
100056,Communication Skills 101,2018-08-02,Communication,Yes
100056,Compliance Basics,2019-09-02,Compliance,Yes
100056,Project Management Fundamentals,2019-11-25,Technical,Yes
100056,Organizational Leadership,2020-03-20,Management,Yes
100056,Executive Presence,2022-08-28,Leadership,Yes
100056,Leadership Essentials,2022-12-05,Leadership,Yes
100056,People Management Basics,2023-04-17,Management,Yes
100056,Data-Driven Decision Making,2023-10-16,Technical,Yes
100056,Strategic Thinking,2023-10-27,Leadership,Yes
100056,Talent Acquisition,2024-10-18,Management,No
100056,Advanced Communication,2025-02-13,Communication,Yes
100057,Communication Skills 101,2017-10-27,Communication,Yes
100057,Advanced Communication,2018-03-23,Communication,Yes
100057,Change Management,2019-01-11,Leadership,No
100057,Leadership Essentials,2019-01-14,Leadership,Yes
100057,People Management Basics,2019-04-08,Management,Yes
100057,Cloud Computing Basics,2019-08-31,Technical,No
100057,Foundations of Excellence,2019-11-30,Technical,Yes
100057,Organizational Leadership,2021-04-22,Management,Yes
100057,Business Strategy,2022-07-04,Management,Yes
100057,Strategic Thinking,2023-06-30,Leadership,Yes
100057,Executive Leadership Program,2023-12-11,Leadership,Yes
100057,Compliance Basics,2025-05-06,Compliance,Yes
100057,Cross-functional Collaboration,2025-12-20,Communication,Yes
100057,Executive Presence,2026-04-08,Leadership,Yes
100057,Data-Driven Decision Making,2026-06-08,Technical,Yes
100058,Foundations of Excellence,2016-06-26,Technical,Yes
100058,Strategic Thinking,2016-08-31,Leadership,Yes
100058,Communication Skills 101,2017-07-14,Communication,Yes
100058,Project Management Fundamentals,2018-03-06,Technical,Yes
100058,Power BI Fundamentals,2020-02-10,Technical,No
100058,Advanced Communication,2023-08-31,Communication,Yes
100058,Leadership Essentials,2024-11-25,Leadership,Yes
100058,Compliance Basics,2025-01-03,Compliance,Yes
100058,People Management Basics,2025-02-03,Management,Yes
100058,Data-Driven Decision Making,2025-06-18,Technical,Yes
100059,Advanced Communication,2023-03-26,Communication,Yes
100059,Cross-functional Collaboration,2023-03-26,Communication,Yes
100059,Communication Skills 101,2023-03-29,Communication,Yes
100059,Business Writing,2023-09-29,Communication,No
100059,Executive Presence,2024-05-02,Leadership,Yes
100059,Project Management Fundamentals,2024-05-19,Technical,Yes
100059,Foundations of Excellence,2024-08-25,Technical,Yes
100059,Strategic Thinking,2024-08-27,Leadership,Yes
100059,Compliance Basics,2025-10-09,Compliance,Yes
100059,People Management Basics,2025-12-20,Management,Yes
100059,Leadership Essentials,2026-01-30,Leadership,Yes
100059,Organizational Leadership,2026-05-21,Management,Yes
100060,Talent Acquisition,2022-01-09,Management,No
100060,Compliance Basics,2022-06-30,Compliance,Yes
100060,Foundations of Excellence,2023-01-13,Technical,Yes
100060,Power BI Fundamentals,2024-04-01,Technical,No
100060,Project Management Fundamentals,2024-06-18,Technical,Yes
100060,Excel Advanced,2024-09-29,Technical,No
100060,Change Management,2025-10-31,Leadership,No
100060,Data Privacy & GDPR,2026-04-18,Compliance,No
100061,Compliance Basics,2020-03-25,Compliance,Yes
100061,Foundations of Excellence,2020-12-07,Technical,Yes
100061,Change Management,2022-07-31,Leadership,No
100061,Python for Data Analysis,2022-11-18,Technical,No
100061,Cloud Computing Basics,2023-11-24,Technical,No
100061,Performance Management,2024-01-16,Management,No
100061,Communication Skills 101,2024-03-08,Communication,Yes
100061,Advanced Communication,2026-03-25,Communication,Yes
100061,Project Management Fundamentals,2026-05-13,Technical,Yes
100062,Strategic Thinking,2026-02-21,Leadership,Yes
100062,Data-Driven Decision Making,2026-02-25,Technical,Yes
100062,Data Privacy & GDPR,2026-03-04,Compliance,No
100062,Negotiation Tactics,2026-03-20,Communication,No
100062,Cross-functional Collaboration,2026-03-22,Communication,Yes
100062,Advanced Communication,2026-03-25,Communication,Yes
100062,Communication Skills 101,2026-04-17,Communication,Yes
100062,Leadership Essentials,2026-04-23,Leadership,Yes
100062,Presentation Skills,2026-05-15,Communication,No
100062,People Management Basics,2026-05-17,Management,Yes
100062,Business Writing,2026-05-21,Communication,No
100062,Excel Advanced,2026-06-08,Technical,No
100063,SQL Essentials,2022-10-06,Technical,No
100063,Coaching Skills,2023-10-31,Leadership,No
100063,Communication Skills 101,2023-11-22,Communication,Yes
100063,Compliance Basics,2024-03-24,Compliance,Yes
100063,Project Management Fundamentals,2024-03-31,Technical,Yes
100063,Foundations of Excellence,2024-04-13,Technical,Yes
100063,Anti-Harassment Training,2024-08-19,Compliance,No
100063,Data Privacy & GDPR,2025-01-13,Compliance,No
100063,Strategic Thinking,2025-02-13,Leadership,Yes
100063,Data-Driven Decision Making,2025-08-29,Technical,Yes
100063,Python for Data Analysis,2025-10-16,Technical,No
100063,Advanced Communication,2025-12-29,Communication,Yes
100064,Workplace Safety,2016-08-14,Compliance,No
100064,Communication Skills 101,2019-12-11,Communication,Yes
100064,Compliance Basics,2022-04-14,Compliance,Yes
100064,Project Management Fundamentals,2023-08-09,Technical,Yes
100064,Advanced Communication,2025-08-18,Communication,Yes
100065,Project Management Fundamentals,2022-08-02,Technical,Yes
100065,Strategic Thinking,2023-04-26,Leadership,Yes
100065,Compliance Basics,2023-06-16,Compliance,Yes
100065,Performance Management,2024-01-21,Management,No
100065,Data-Driven Decision Making,2024-04-13,Technical,Yes
100065,Communication Skills 101,2024-09-16,Communication,Yes
100065,Anti-Harassment Training,2024-11-29,Compliance,No
100065,People Management Basics,2025-09-01,Management,Yes
100065,Cross-functional Collaboration,2025-09-24,Communication,Yes
100065,Advanced Communication,2026-03-04,Communication,Yes
100065,Leadership Essentials,2026-04-23,Leadership,Yes
100066,Strategic Thinking,2026-04-17,Leadership,Yes
100066,Project Management Fundamentals,2026-04-19,Technical,Yes
100066,Communication Skills 101,2026-04-24,Communication,Yes
100066,Compliance Basics,2026-05-02,Compliance,Yes
100066,Advanced Communication,2026-05-02,Communication,Yes
100066,Business Writing,2026-05-06,Communication,No
100066,Cross-functional Collaboration,2026-05-15,Communication,Yes
100066,Data-Driven Decision Making,2026-05-17,Technical,Yes
100066,Anti-Harassment Training,2026-06-08,Compliance,No
100066,Negotiation Tactics,2026-06-14,Communication,No
100066,Presentation Skills,2026-06-17,Communication,No
100067,Project Management Fundamentals,2022-07-24,Technical,Yes
100067,Business Writing,2022-09-30,Communication,No
100067,Business Strategy,2023-01-29,Management,Yes
100067,Workplace Safety,2023-05-09,Compliance,No
100067,Strategic Thinking,2023-05-19,Leadership,Yes
100067,Excel Advanced,2023-06-10,Technical,No
100067,Data Privacy & GDPR,2023-08-29,Compliance,No
100067,Executive Leadership Program,2024-01-18,Leadership,Yes
100067,Organizational Leadership,2024-02-09,Management,Yes
100067,Advanced Communication,2024-05-17,Communication,Yes
100067,Leadership Essentials,2024-11-07,Leadership,Yes
100067,Cross-functional Collaboration,2025-04-03,Communication,Yes
100067,Data-Driven Decision Making,2025-06-22,Technical,Yes
100067,Foundations of Excellence,2025-12-27,Technical,Yes
100067,Anti-Harassment Training,2026-02-24,Compliance,No
100067,Compliance Basics,2026-04-11,Compliance,Yes
100068,Compliance Basics,2022-06-03,Compliance,Yes
100068,Project Management Fundamentals,2022-12-02,Technical,Yes
100068,Business Writing,2022-12-21,Communication,No
100068,Presentation Skills,2023-02-16,Communication,No
100068,Communication Skills 101,2023-08-22,Communication,Yes
100068,Advanced Communication,2023-12-13,Communication,Yes
100068,Foundations of Excellence,2025-11-16,Technical,Yes
100068,Data-Driven Decision Making,2026-02-15,Technical,Yes
100069,Power BI Fundamentals,2022-11-18,Technical,No
100069,Executive Leadership Program,2022-12-12,Leadership,Yes
100069,Cross-functional Collaboration,2022-12-15,Communication,Yes
100069,Advanced Communication,2023-12-16,Communication,Yes
100069,Organizational Leadership,2023-12-22,Management,Yes
100069,Business Strategy,2023-12-22,Management,Yes
100069,Strategic Thinking,2024-01-04,Leadership,Yes
100069,Leadership Essentials,2024-09-09,Leadership,Yes
100069,People Management Basics,2025-01-22,Management,Yes
100069,Executive Presence,2025-03-09,Leadership,Yes
100069,Project Management Fundamentals,2025-04-25,Technical,Yes
100069,Performance Management,2025-07-05,Management,No
100069,Communication Skills 101,2025-08-10,Communication,Yes
100069,Foundations of Excellence,2025-09-01,Technical,Yes
100069,Data-Driven Decision Making,2025-09-01,Technical,Yes
100069,Compliance Basics,2026-01-08,Compliance,Yes
100070,Conflict Resolution,2018-07-06,Leadership,No
100070,Strategic Thinking,2020-06-20,Leadership,Yes
100070,Compliance Basics,2020-12-31,Compliance,Yes
100070,Data-Driven Decision Making,2021-01-04,Technical,Yes
100070,Communication Skills 101,2021-04-16,Communication,Yes
100070,Python for Data Analysis,2021-11-04,Technical,No
100070,Excel Advanced,2022-07-10,Technical,No
100070,Advanced Communication,2023-04-11,Communication,Yes
100070,Project Management Fundamentals,2025-09-06,Technical,Yes
100070,Foundations of Excellence,2026-03-12,Technical,Yes
100071,Change Management,2018-03-26,Leadership,No
100071,Coaching Skills,2018-08-02,Leadership,No
100071,Data-Driven Decision Making,2018-08-28,Technical,Yes
100071,Compliance Basics,2020-08-06,Compliance,Yes
100071,Advanced Communication,2021-04-04,Communication,Yes
100071,Project Management Fundamentals,2023-08-20,Technical,Yes
100071,Foundations of Excellence,2024-01-22,Technical,Yes
100072,Strategic Thinking,2024-12-01,Leadership,Yes
100072,Compliance Basics,2024-12-16,Compliance,Yes
100072,Foundations of Excellence,2025-01-26,Technical,Yes
100072,Project Management Fundamentals,2025-03-11,Technical,Yes
100072,Advanced Communication,2025-04-15,Communication,Yes
100072,Data-Driven Decision Making,2025-07-06,Technical,Yes
100072,Cross-functional Collaboration,2025-10-18,Communication,Yes
100072,SQL Essentials,2026-01-03,Technical,No
100072,Communication Skills 101,2026-02-11,Communication,Yes
100073,Foundations of Excellence,2021-03-09,Technical,Yes
100073,Negotiation Tactics,2021-08-22,Communication,No
100073,Power BI Fundamentals,2022-07-17,Technical,No
100073,Change Management,2023-02-17,Leadership,No
100073,Communication Skills 101,2023-09-02,Communication,Yes
100073,Compliance Basics,2024-09-13,Compliance,Yes
100073,Budget Planning,2025-09-24,Management,No
100074,Executive Leadership Program,2018-06-11,Leadership,Yes
100074,Compliance Basics,2019-07-22,Compliance,Yes
100074,Project Management Fundamentals,2020-11-14,Technical,Yes
100074,Foundations of Excellence,2021-04-07,Technical,Yes
100074,Executive Presence,2021-06-30,Leadership,Yes
100074,Advanced Communication,2021-08-05,Communication,Yes
100074,Business Strategy,2023-03-12,Management,Yes
100074,Presentation Skills,2023-04-23,Communication,No
100074,Leadership Essentials,2023-06-16,Leadership,Yes
100074,Strategic Thinking,2023-12-03,Leadership,Yes
100074,Power BI Fundamentals,2024-04-27,Technical,No
100074,People Management Basics,2024-05-31,Management,Yes
100074,Organizational Leadership,2024-07-07,Management,Yes
100074,Data-Driven Decision Making,2025-10-09,Technical,Yes
100074,Cross-functional Collaboration,2026-04-07,Communication,Yes
100075,People Management Basics,2025-07-11,Management,Yes
100075,Communication Skills 101,2025-08-20,Communication,Yes
100075,Data-Driven Decision Making,2025-11-06,Technical,Yes
100075,Strategic Thinking,2025-11-09,Leadership,Yes
100075,Compliance Basics,2025-12-09,Compliance,Yes
100075,Advanced Communication,2026-01-07,Communication,Yes
100075,Project Management Fundamentals,2026-02-07,Technical,Yes
100075,Leadership Essentials,2026-03-01,Leadership,Yes
100075,Cross-functional Collaboration,2026-03-10,Communication,Yes
100075,Power BI Fundamentals,2026-03-17,Technical,No
100075,Executive Presence,2026-05-05,Leadership,Yes
100076,Leadership Essentials,2024-09-09,Leadership,Yes
100076,Cross-functional Collaboration,2024-10-09,Communication,Yes
100076,Compliance Basics,2024-10-30,Compliance,Yes
100076,Business Strategy,2024-12-08,Management,Yes
100076,Executive Presence,2025-01-25,Leadership,Yes
100076,Talent Acquisition,2025-02-11,Management,No
100076,Advanced Communication,2025-02-20,Communication,Yes
100076,Communication Skills 101,2025-08-14,Communication,Yes
100076,Executive Leadership Program,2025-08-28,Leadership,Yes
100076,Data Privacy & GDPR,2025-10-31,Compliance,No
100076,Project Management Fundamentals,2025-12-27,Technical,Yes
100076,Data-Driven Decision Making,2026-01-01,Technical,Yes
100076,Strategic Thinking,2026-02-16,Leadership,Yes
100076,Change Management,2026-04-30,Leadership,No
100076,Organizational Leadership,2026-05-22,Management,Yes
100077,Communication Skills 101,2020-03-04,Communication,Yes
100077,Data-Driven Decision Making,2020-11-17,Technical,Yes
100077,Project Management Fundamentals,2021-05-11,Technical,Yes
100077,Advanced Communication,2021-07-06,Communication,Yes
100077,Cross-functional Collaboration,2021-07-08,Communication,Yes
